product|real_item_price
Chicken Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Guacamole]]|11.25
Chicken Bowl- [Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Guacamole, Lettuce]]|11.25
Steak Burrito- [[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Guacamole, Lettuce]]|11.48
Steak Burrito- [Fresh Tomato Salsa (Mild), [Black Beans, Rice, Guacamole, Lettuce]]|11.48
Chicken Bowl- [Tomatillo Green Chili Salsa, [Rice, Sour Cream, Guacamole]]|11.25
Barbacoa Bowl- [Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]|11.75
Chicken Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Carnitas Burrito- [Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]|11.75
Carnitas Bowl- [Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.75
Chicken Bowl- [[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]|10.98
Chicken Burrito- [Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Guacamole]]|10.98
Steak Burrito- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Steak Bowl- [Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Bowl- [[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Guacamole]]|10.98
Steak Burrito- [Tomatillo Green Chili Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce, Rice]]|11.75
Chicken Soft Tacos- [Tomatillo Green Chili Salsa, [Guacamole, Sour Cream]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Sour Cream, Guacamole, Lettuce]]|11.25
Steak Bowl- [Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]|11.75
Barbacoa Bowl- [Tomatillo Green Chili Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Bowl- [Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Cheese, Sour Cream, Rice, Fajita Veggies, Guacamole]]|10.98
Chicken Soft Tacos- [Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole]]|11.25
Chicken Burrito- [Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]|10.98
Steak Bowl- [Tomatillo Red Chili Salsa, [Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Steak Bowl- [Tomatillo Green Chili Salsa, [Rice, Black Beans, Guacamole, Lettuce]]|11.75
Chicken Burrito- [Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]|11.25
Chicken Salad Bowl- [Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Black Beans, Lettuce, Guacamole]]|11.25
Chicken Bowl- [Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Guacamole, Lettuce]]|11.25
Steak Burrito- [Roasted Chili Corn Salsa, [Rice, Cheese, Guacamole, Lettuce]]|11.75
Veggie Bowl- [Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]|11.25
Chicken Burrito- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Chicken Burrito- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Chicken Burrito- [Tomatillo-Red Chili Salsa (Hot), [Rice, Guacamole]]|10.98
Chicken Burrito- [Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Guacamole]]|10.98
Steak Soft Tacos- [Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]|11.75
Chicken Bowl- [[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Guacamole, Rice, Black Beans, Cheese, Sour Cream]]|10.98
Veggie Salad Bowl- [Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole, Lettuce]]|11.25
Chicken Burrito- [Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]|10.98
Chicken Burrito- [[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]|10.98
Chicken Burrito- [[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]|10.98
Steak Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Bowl- [[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Cheese, Guacamole]]|10.98
Chicken Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]|11.25
Chicken Burrito- [Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]|11.25
Carnitas Bowl- [Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole]]|11.75
Steak Burrito- [Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Cheese, Lettuce, Guacamole]]|11.75
Steak Bowl- [Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Steak Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Steak Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]|11.75
Chicken Burrito- [Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]|11.25
Steak Bowl- [Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]|11.75
Steak Burrito- [Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Burrito- [Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]|11.25
Veggie Burrito- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Roasted Chili Corn Salsa, [Rice, Black Beans, Guacamole]]|11.25
Steak Crispy Tacos- [Fresh Tomato Salsa, Guacamole]|11.75
Carnitas Bowl- [Roasted Chili Corn Salsa (Medium), [Rice, Guacamole, Lettuce]]|11.48
Steak Burrito- [[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Sour Cream, Guacamole, Lettuce]]|11.48
Carnitas Burrito- [Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]|11.48
Chicken Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]|11.25
Chicken Burrito- [Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]|10.98
Steak Bowl- [Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Veggie Burrito- [Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Chicken Burrito- [Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]|10.98
Chicken Burrito- [Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]|10.98
Steak Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]|11.75
Chicken Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]|11.25
Steak Bowl- [Fresh Tomato Salsa, [Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole]]|11.75
Chicken Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Guacamole, Lettuce]]|10.98
Chicken Bowl- [Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole]]|11.25
Steak Burrito- [Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Carnitas Burrito- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Steak Bowl- [Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Lettuce, Guacamole]]|11.75
Chicken Burrito- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]|11.25
Steak Burrito- [Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.75
Steak Salad Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Guacamole]]|11.89
Steak Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole]]|11.75
Chicken Salad Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Chicken Burrito- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Burrito- [Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]|11.25
Steak Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]|11.75
Chicken Salad Bowl- [Tomatillo Green Chili Salsa, [Black Beans, Cheese, Guacamole]]|11.25
Chicken Salad Bowl- [Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]|11.25
Veggie Burrito- [Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]|11.25
Steak Bowl- [Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]|11.75
Barbacoa Soft Tacos- [Roasted Chili Corn Salsa, [Cheese, Sour Cream, Guacamole]]|11.75
Steak Burrito- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Steak Salad Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]|11.89
Barbacoa Salad Bowl- [Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]|11.89
Chicken Bowl- [Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]|11.25
Steak Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Bowl- [Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole]]|11.25
Steak Crispy Tacos- [Fresh Tomato Salsa, [Cheese, Guacamole]]|11.75
Chicken Burrito- [Fresh Tomato Salsa (Mild), [Black Beans, Rice, Sour Cream, Guacamole]]|10.98
Chicken Burrito- [Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]|11.25
Veggie Bowl- [[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Guacamole, Lettuce]]|10.98
Steak Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Bowl- [[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]|10.98
Veggie Burrito- [[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Guacamole, Lettuce]]|10.98
Steak Burrito- [Tomatillo Green Chili Salsa, [Lettuce, Guacamole, Sour Cream, Cheese, Fajita Vegetables, Rice]]|11.75
Chicken Burrito- [Roasted Chili Corn Salsa, [Guacamole, Sour Cream, Rice, Fajita Vegetables, Lettuce]]|11.25
Carnitas Bowl- [[Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Pinto Beans, Cheese, Guacamole, Lettuce]]|11.48
Chicken Burrito- [Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Guacamole, Cheese, Sour Cream, Fajita Vegetables, Rice]]|11.25
Chicken Burrito- [Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Guacamole, Lettuce]]|10.98
Chicken Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]|11.25
Chicken Crispy Tacos- [Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Steak Burrito- [Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Soft Tacos- [Roasted Chili Corn Salsa, [Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Carnitas Burrito- [Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]|11.75
Chicken Bowl- [Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Pinto Beans, Sour Cream, Cheese, Guacamole]]|10.98
Veggie Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Burrito- [Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Chicken Burrito- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]|11.25
Carnitas Bowl- [[Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Rice, Pinto Beans, Cheese, Guacamole]]|11.48
Chicken Bowl- [Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Chicken Crispy Tacos- [Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Carnitas Bowl- [Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Chicken Salad Bowl- [Roasted Chili Corn Salsa, [Cheese, Guacamole, Lettuce]]|11.25
Veggie Bowl- [Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Sour Cream, Guacamole, Lettuce]]|11.25
Carnitas Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Veggie Bowl- [Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole]]|11.25
Chicken Burrito- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole]]|11.25
Chicken Burrito- [Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Guacamole]]|10.98
Chicken Bowl- [[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole]]|10.98
Chicken Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Sour Cream, Fajita Vegetables, Rice, Guacamole, Cheese]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Carnitas Salad Bowl- [Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.89
Chicken Bowl- [Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]|10.98
Chicken Burrito- [Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]|11.25
Chicken Salad Bowl- [Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]|11.25
Chicken Burrito- [Tomatillo-Red Chili Salsa (Hot), [Rice, Black Beans, Fajita Veggies, Guacamole]]|10.98
Steak Burrito- [Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Cheese, Guacamole]]|11.75
Chicken Bowl- [Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]|11.25
Steak Crispy Tacos- [Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]|11.75
Steak Bowl- [Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]|11.75
Veggie Burrito- [Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole]]|11.25
Chicken Burrito- [Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Sour Cream, Guacamole, Lettuce]]|11.25
Steak Bowl- [Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]|11.75
Chicken Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Carnitas Bowl- [Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Burrito- [Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]|11.25
Chicken Burrito- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Crispy Tacos- [Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole]]|11.25
Chicken Soft Tacos- [Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Soft Tacos- [Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Fresh Tomato Salsa (Mild), [Rice, Black Beans, Sour Cream, Guacamole]]|10.98
Veggie Bowl- [Fresh Tomato Salsa (Mild), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]|10.98
Steak Burrito- [Tomatillo Green Chili Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]|11.75
Steak Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]|11.75
Chicken Burrito- [Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole]]|11.25
Chicken Burrito- [Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole, Rice]]|11.25
Chicken Bowl- [Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]|11.25
Steak Bowl- [Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]|11.75
Chicken Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Barbacoa Burrito- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.75
Carnitas Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.75
Steak Burrito- [Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Burrito- [Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Carnitas Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Burrito- [Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce]]|11.25
Chicken Burrito- [Tomatillo Green Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Burrito- [Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.25
Steak Salad Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole]]|11.89
Chicken Bowl- [Fresh Tomato Salsa, [Pinto Beans, Cheese, Guacamole]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]|11.25
Barbacoa Bowl- [Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Steak Bowl- [Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]|11.75
Chicken Burrito- [Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]|11.25
Chicken Bowl- [Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]|10.98
Barbacoa Bowl- [Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]|11.75
Steak Burrito- [Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Guacamole]]|11.48
Veggie Bowl- [[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]|10.98
Chicken Bowl- [Fresh Tomato Salsa, [Cheese, Guacamole, Sour Cream, Fajita Vegetables, Rice]]|11.25
Barbacoa Crispy Tacos- [Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]|11.75
Steak Bowl- [Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]|11.75
Chicken Burrito- [Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]|11.25
Veggie Bowl- [Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Chicken Burrito- [Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole]]|10.98
Veggie Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce]]|11.25
Steak Salad Bowl- [Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.89
Chicken Bowl- [Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]|11.25
Steak Crispy Tacos- [Roasted Chili Corn Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]|11.75
Chicken Bowl- [Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]|10.98
Steak Burrito- [Tomatillo Green Chili Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Soft Tacos- [Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Lettuce, Guacamole]]|11.25
Chicken Salad Bowl- [Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Guacamole, Lettuce]]|11.25
Chicken Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]|11.25
Chicken Burrito- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce]]|11.25
Steak Soft Tacos- [Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]|11.75
Carnitas Burrito- [Fresh Tomato (Mild), [Lettuce, Black Beans, Guacamole, Rice, Sour Cream, Cheese]]|11.08
Chicken Burrito- [Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Guacamole]]|10.98
Steak Bowl- [Roasted Chili Corn Salsa, [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole]]|11.75
Steak Burrito- [Fresh Tomato Salsa, [Sour Cream, Rice, Guacamole, Lettuce]]|11.75
Carnitas Soft Tacos- [Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
Chicken Bowl- [Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]|11.25
Steak Burrito- [Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]|11.75
